사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업장면적,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
익쌀,경상남도,진주시,경상남도 진주시 돗골로105번길 18,경상남도 진주시 상평동 218-47,35.1775901046,128.1104854393,65.4,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
빽다방 진주평거수정초점,경상남도,진주시,경상남도 진주시 진양호로 74,경상남도 진주시 평거동 1113-1,35.1668435951,128.0478474139,83,055-741-9655,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페3시15분,경상남도,진주시,경상남도 진주시 진양호로 342,경상남도 진주시 신안동 447-4,35.183077139,128.0679744858,260,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
더웨이닝 엠컨벤션,경상남도,진주시,경상남도 진주시 명석면 나불로 284,경상남도 진주시 명석면 우수리 88-10,35.2160978981,128.0406879528,87.74,055-748-0070,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
더웨이닝커피 롯데몰진주점,경상남도,진주시,경상남도 진주시 동진로 440,경상남도 진주시 충무공동 35,35.1801540327,128.1398412567,54.78,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
빙수가,경상남도,진주시,경상남도 진주시 진양호로115번길 6,경상남도 진주시 평거동 729-5,35.1681727162,128.0522599953,128.5,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
아몽즈커피 진주칠암점,경상남도,진주시,경상남도 진주시 진주대로908번길 11,경상남도 진주시 칠암동 512-11,35.1817760554,128.0908145295,13.29,055-759-7789,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
공학관점카페,경상남도,진주시,경상남도 진주시 진주대로 501,경상남도 진주시 가좌동 900,35.1567142172,128.0980014065,9.35,055-772-0932,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
컴포즈커피 평거중앙사거리점,경상남도,진주시,경상남도 진주시 평거로14번길 2,경상남도 진주시 평거동 786-1,35.1717514899,128.0630616006,40,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
빽다방 진주평거점,경상남도,진주시,경상남도 진주시 순환로 539,경상남도 진주시 평거동 903,35.1720840213,128.0606719082,55.82,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
셀렉토호탄점,경상남도,진주시,경상남도 진주시 호탄길 19,경상남도 진주시 호탄동 617-6,35.1631473686,128.1159703998,164.09,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
더웨이닝커피 동부로점,경상남도,진주시,경상남도 진주시 문산읍 동부로 894,경상남도 진주시 문산읍 상문리 225,35.1687011057,128.1956403106,195,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
커피99(COFFEE99),경상남도,진주시,경상남도 진주시 일반성면 동부로 1979,경상남도 진주시 일반성면 창촌리 632-15,35.1700288834,128.2783142224,94.11,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
더벤티 혁신소호로점,경상남도,진주시,경상남도 진주시 소호로19번길 11,경상남도 진주시 충무공동 90,35.1697191865,128.133443717,52.95,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
윌리코키 진주점,경상남도,진주시,경상남도 진주시 에나로127번길 30,경상남도 진주시 충무공동 225-1,35.1806603542,128.1439544502,49.63,055-761-1251,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
셀렉토커피 진주초전점,경상남도,진주시,경상남도 진주시 초북로20번길 19,경상남도 진주시 초전동 1705-2,35.2132142283,128.1125275674,122,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페봄봄 평거엠코점,경상남도,진주시,경상남도 진주시 새평거로 30,경상남도 진주시 평거동 1132,35.1656079185,128.0498649496,30.1,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
유어카페(Your cafe),경상남도,진주시,경상남도 진주시 동진로167번길 15-4,경상남도 진주시 상대동 278-6,35.1809673112,128.1090944871,16.5,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
옳,경상남도,진주시,경상남도 진주시 금산면 갈전길124번길 15,경상남도 진주시 금산면 갈전리 832-1,35.190774232,128.166309258,84.61,055-761-4579,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
경의카페,경상남도,진주시,경상남도 진주시 지수면 지수로 482,경상남도 진주시 지수면 승산리 195-2,35.2348449521,128.2705103346,22.78,055-747-0179,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
투썸플레이스 진주세란병원점,경상남도,진주시,경상남도 진주시 진주대로829번길 5-4,경상남도 진주시 주약동 111-5,35.1746012166,128.0925575427,455.71,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
동네커피 초장점,경상남도,진주시,경상남도 진주시 초전북로39번길 6-16,경상남도 진주시 초전동 1688-10,35.2088767364,128.112185505,59.64,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
진주성카페,경상남도,진주시,경상남도 진주시 남강로 626-100,경상남도 진주시 남성동 242-1,35.1882340709,128.0782833852,95.21,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
라브리애,경상남도,진주시,경상남도 진주시 금산면 월아산로 1539-1,경상남도 진주시 금산면 용아리 533-2,35.1972106697,128.1643794388,293.7,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
노드(Node),경상남도,진주시,경상남도 진주시 대신로 313,경상남도 진주시 상대동 179-1,35.1883862008,128.1165648476,330,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
네이비커피(navy coffee),경상남도,진주시,경상남도 진주시 초전북로39번길 11,경상남도 진주시 초전동 1682-3,35.2091743484,128.1108695703,66,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
천씨씨커피 차없는거리점,경상남도,진주시,경상남도 진주시 촉석로186번길 7,경상남도 진주시 대안동 18-4,35.1945209297,128.0826957601,27.03,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
애플박스 혁신점(APPLEBOX),경상남도,진주시,경상남도 진주시 충의로 146,경상남도 진주시 충무공동 275,35.1755182353,128.1496988224,33.3,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
베어스츄리마켓,경상남도,진주시,경상남도 진주시 새들말로 34-8,경상남도 진주시 평거동 848,35.1663144186,128.0583412053,86.36,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
읍천리382,경상남도,진주시,경상남도 진주시 하대로 53,경상남도 진주시 하대동 301-9,35.193158785,128.1174012396,158,055-763-0382,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
퀸스카페(Queens cafe),경상남도,진주시,경상남도 진주시 대신로475번길 13,경상남도 진주시 초전동 856-3,35.2022764071,128.1148372783,60,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
아무튼디저트,경상남도,진주시,경상남도 진주시 사들로 42,경상남도 진주시 충무공동 328-3,35.1714692592,128.1481874265,28.19,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
동네커피진주혁신점,경상남도,진주시,경상남도 진주시 에나로175번길 12,경상남도 진주시 충무공동 298,35.1737857733,128.1448833698,70.03,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
소품정원,경상남도,진주시,경상남도 진주시 도동로224번길 11,경상남도 진주시 하대동 338-38,35.1904480013,128.123319081,24.75,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
우주라이크커피 진주칠암점,경상남도,진주시,경상남도 진주시 진주대로908번길 4,경상남도 진주시 칠암동 381-1,35.1813422097,128.0902595068,62.9,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
컴포즈커피 진주역점,경상남도,진주시,경상남도 진주시 관문로 7,경상남도 진주시 가좌동 2064-2,35.1521799595,128.1168123299,45.8,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
진주승산마을카페,경상남도,진주시,경상남도 진주시 지수면 승산길 18,경상남도 진주시 지수면 승산리 401,35.2339786863,128.2682381358,48.52,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페 리(Re)_봄(서부도서관),경상남도,진주시,경상남도 진주시 평거로 249,경상남도 진주시 이현동 67,35.189759151,128.061729624,20,055-746-1006,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
하삼동커피진주시청점,경상남도,진주시,경상남도 진주시 동진로 148,경상남도 진주시 상대동 298-4,35.1793476026,128.1073788533,33,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
커피닐리리,경상남도,진주시,경상남도 진주시 진주대로 960,경상남도 진주시 칠암동 299-3,35.1857241058,128.0879598503,44.96,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페051초장점,경상남도,진주시,경상남도 진주시 초전북로 55,경상남도 진주시 초전동 1631-1,35.2087153733,128.112708773,59.49,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
더가야(THE GAYA),경상남도,진주시,경상남도 진주시 나불로21번길 74,경상남도 진주시 이현동 997-1,35.2020447502,128.0502947757,178.28,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페 현,경상남도,진주시,경상남도 진주시 숙호산로 85,경상남도 진주시 이현동 98-4,35.1867966842,128.0641397726,40.6,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
킹사이즈커피,경상남도,진주시,경상남도 진주시 진주대로1079번길 9-1,경상남도 진주시 대안동 16-15,35.1954970897,128.0823471473,16,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
하삼동칠암점,경상남도,진주시,경상남도 진주시 동진로 22,경상남도 진주시 칠암동 490-1,35.1783833243,128.0936487123,48.82,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
약수정원,경상남도,진주시,경상남도 진주시 하대로34번길 11-50,경상남도 진주시 하대동 701,35.1901386842,128.1105861235,102.45,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
아이오비(IOB),경상남도,진주시,경상남도 진주시 망경남길62번길 18-1,경상남도 진주시 망경동 51-6,35.1837151801,128.0846357569,60.83,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
빽다방진주역점,경상남도,진주시,경상남도 진주시 관문로 7,경상남도 진주시 가좌동 2064-2,35.1521799595,128.1168123299,45.74,055-761-9020,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
휴르새,경상남도,진주시,경상남도 진주시 이반성면 오봉산로761번길 67,경상남도 진주시 이반성면 평촌리 1094-3,35.1759498051,128.3215292869,183.6,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페인중독 진주점,경상남도,진주시,경상남도 진주시 대신로 322-4,경상남도 진주시 하대동 343-5,35.1889199867,128.1171275737,26.4,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
두스두스(doucedouce),경상남도,진주시,경상남도 진주시 강변길20번길 20,경상남도 진주시 가좌동 1931-5,35.1662974206,128.1094057417,109.05,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
메종비(MAISON B),경상남도,진주시,경상남도 진주시 판문로 78-11,경상남도 진주시 판문동 181-4,35.1742581557,128.044763825,556.96,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
컴포즈커피 호탄점,경상남도,진주시,경상남도 진주시 강변길 8,경상남도 진주시 호탄동 984,35.1644964011,128.1110325647,79.2,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
메가엠지씨커피 진주비성대점,경상남도,진주시,경상남도 진주시 금산면 송백로 46,경상남도 진주시 금산면 송백리 산 1,35.2034445945,128.1453581261,64.09,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
오늘의케이크,경상남도,진주시,경상남도 진주시 가좌길 23,경상남도 진주시 가좌동 858-15,35.1562737846,128.1051441935,25,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
오늘도행복,경상남도,진주시,경상남도 진주시 진주대로891번길 59,경상남도 진주시 강남동 245-128,35.1836216742,128.087354043,9.45,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
컴포즈커피신안점,경상남도,진주시,경상남도 진주시 신안들말길 49,경상남도 진주시 신안동 707-2,35.1795427273,128.066526724,31.84,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
빽다방진주금산점,경상남도,진주시,경상남도 진주시 금산면 중천로 80,경상남도 진주시 금산면 장사리 963-2,35.2176367046,128.1457467425,44.69,055-758-1428,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
스타벅스진주혁신도시점,경상남도,진주시,경상남도 진주시 에나로127번길 30,경상남도 진주시 충무공동 225-1,35.1806603542,128.1439544502,439.1,055-752-3951,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
컴포즈하대점,경상남도,진주시,경상남도 진주시 대신로 365,경상남도 진주시 하대동 300-19,35.1931676348,128.1163342649,39.6,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
메가엠지씨커피진주칠암점,경상남도,진주시,경상남도 진주시 진주대로 888,경상남도 진주시 칠암동 414-10,35.1798092894,128.0910587409,36.9,055-745-7777,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페진담,경상남도,진주시,경상남도 진주시 진주대로 891,경상남도 진주시 강남동 239,35.179858329,128.0902771237,45.88,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
더벤티진주시청점,경상남도,진주시,경상남도 진주시 도동천로 48,경상남도 진주시 상평동 1069,35.1781185887,128.1045957507,28.8,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
"카페,사월",경상남도,진주시,경상남도 진주시 금산면 금산순환로 542-3,경상남도 진주시 금산면 장사리 560,35.217867881,128.1589360073,74.19,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
달리는커피진주신안평거점,경상남도,진주시,경상남도 진주시 진양호로 272,경상남도 진주시 신안동 582-7,35.1777899128,128.0639088609,54.92,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
던킨진주혁신점,경상남도,진주시,경상남도 진주시 사들로 42,경상남도 진주시 충무공동 328-3,35.1714692592,128.1481874265,61.81,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
드립풍카페,경상남도,진주시,경상남도 진주시 새들말로68번길 11-9,경상남도 진주시 평거동 1011,35.1683750474,128.0622159486,78.42,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
나인커피주약점,경상남도,진주시,경상남도 진주시 진주대로 841,경상남도 진주시 주약동 105-6,35.1757253601,128.092323293,165.29,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
유어베이글(Your Bagel),경상남도,진주시,경상남도 진주시 범골로60번길 7,경상남도 진주시 충무공동 78-2,35.1704508038,128.1317276146,94.53,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
브런치파티,경상남도,진주시,경상남도 진주시 남강로29번길 30-1,경상남도 진주시 평거동 1090-1,35.1657951463,128.0430805264,79.9,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페앤데코,경상남도,진주시,경상남도 진주시 남강로 691-1,경상남도 진주시 장대동 106-6,35.1916527578,128.0873590482,54,055-745-4560,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페 리(re)_봄(지식산업센터),경상남도,진주시,경상남도 진주시 망경남길44번길 22,경상남도 진주시 망경동 57-2,35.183149823,128.0854976063,15.08,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
소코코(sococo),경상남도,진주시,경상남도 진주시 초전북로39번길 5-22,경상남도 진주시 초전동 1678-4,35.2089368202,128.1100482044,60.6,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
컴포즈커피진주혁신사들로점,경상남도,진주시,경상남도 진주시 사들로156번길 5,경상남도 진주시 충무공동 196-2,35.1817570465,128.1497415636,64,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
들림,경상남도,진주시,경상남도 진주시 판문로 239,경상남도 진주시 판문동 585-3,35.1877659374,128.0386128939,81,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
9월의봄,경상남도,진주시,경상남도 진주시 문산읍 갈곡길 10-5,경상남도 진주시 문산읍 갈곡리 1101-4,35.1477009107,128.2083162315,59.5,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
봉명동내커피진주2호점,경상남도,진주시,경상남도 진주시 평거로139번길 3,경상남도 진주시 신안동 455-1,35.18164793,128.0691302133,43.37,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
르망로스터스(LEMANS Roasters),경상남도,진주시,경상남도 진주시 새들말로 54,경상남도 진주시 평거동 938,35.16792916,128.0599429149,89.44,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
세라젬웰카페진주평거점,경상남도,진주시,경상남도 진주시 진양호로 221,경상남도 진주시 평거동 1137,35.1738634692,128.0601776776,239.62,055-795-0325,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
(주)아오라,경상남도,진주시,경상남도 진주시 내동면 망경로 17,경상남도 진주시 내동면 독산리 582-2,35.16702323,128.0668661443,857.62,055-759-8715,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
무무스콘(moo moo scone),경상남도,진주시,경상남도 진주시 에나로77번길 6-11,경상남도 진주시 충무공동 29-4,35.1780411159,128.1383951211,93.38,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페만나(KAFFE MANNAH),경상남도,진주시,경상남도 진주시 진주대로920번길 12-9,경상남도 진주시 칠암동 515-13,35.1824062588,128.0910731408,61.11,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
엘더프랑(Elder Franc),경상남도,진주시,경상남도 진주시 초전남로 36,경상남도 진주시 초전동 676-3,35.1993559694,128.1147947317,19.88,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
메가엠지씨커피진주초전점,경상남도,진주시,경상남도 진주시 초북로 54,경상남도 진주시 초전동 1699-1,35.2133912249,128.1110770358,39.56,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
스텝온더그라운드(step on the ground),경상남도,진주시,경상남도 진주시 명석면 진주대로1808번길 94,경상남도 진주시 명석면 용산리 390-4,35.2334904424,128.0242172444,358.36,055-747-1479,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페 리(Re)_봄 (능력개발원),경상남도,진주시,경상남도 진주시 내동면 삼계로 430,경상남도 진주시 내동면 삼계리 663,35.1592404444,128.0321079741,33,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
달리는커피진주혁신도시점,경상남도,진주시,경상남도 진주시 사들로 30,경상남도 진주시 충무공동 322-7,35.1708039692,128.1473930381,27,055-752-2566,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
바이오카페앤제품홍보판매점,경상남도,진주시,경상남도 진주시 문산읍 월아산로 991,경상남도 진주시 문산읍 삼곡리 1033,35.1606185525,128.1626626781,59.18,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페상촌,경상남도,진주시,경상남도 진주시 진성면 동부로 1312,경상남도 진주시 진성면 상촌리 261,35.1833508539,128.2245317984,228.32,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
초원다방,경상남도,진주시,경상남도 진주시 진양호로 555-1,경상남도 진주시 장대동 128-15,35.1938375287,128.0861818322,72.73,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
아를(coffee),경상남도,진주시,경상남도 진주시 초전북로61번길 15-9,경상남도 진주시 초전동 1726-9,35.2095877835,128.1128017217,140.89,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
컴포즈커피(진주충무공점),경상남도,진주시,경상남도 진주시 범골로54번길 7,경상남도 진주시 충무공동 82-4,35.1692810687,128.1315346843,42.9,055-761-2258,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
캔버스커피 초전점,경상남도,진주시,경상남도 진주시 초전북로51번길 32,경상남도 진주시 초전동 1711-2,35.2112452356,128.1119318394,52.36,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
반반스프링스평거점,경상남도,진주시,경상남도 진주시 평거로 8,경상남도 진주시 평거동 787-1,35.1715197491,128.0627346634,258.01,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
더웨이닝커피(한빛요양병원점),경상남도,진주시,경상남도 진주시 대신로 120,경상남도 진주시 상평동 164-4,35.1709840695,128.1185615706,90,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
라이프워크(Life work),경상남도,진주시,경상남도 진주시 정촌면 삼일로95번길 50-11,경상남도 진주시 정촌면 예하리 1270-1,35.1329841895,128.0992444906,220,055-745-9097,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
차와건강힐링센타,경상남도,진주시,경상남도 진주시 사들로156번길 9,경상남도 진주시 충무공동 196-4,35.1816509766,128.1502432961,64.76,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카카디저트카페,경상남도,진주시,경상남도 진주시 진양호로97번길 17,경상남도 진주시 평거동 739-31,35.1687879778,128.0501587196,17.64,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
이디야진주혁신소호점,경상남도,진주시,경상남도 진주시 범골로54번길 17,경상남도 진주시 충무공동 86-1,35.1688260166,128.1322855171,105.22,055-763-0504,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
동네커피,경상남도,진주시,경상남도 진주시 새들말로 34-4,경상남도 진주시 평거동 821,35.1664782911,128.0579680604,61.37,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
안디무지크,경상남도,진주시,경상남도 진주시 정촌면 정촌로 619,경상남도 진주시 정촌면 관봉리 1164-16,35.1370499669,128.1426611042,97.5,055-755-2273,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
인앤아웃,경상남도,진주시,경상남도 진주시 범골로25번길 11-5,경상남도 진주시 충무공동 63-20,35.167334924,128.1276462585,72.6,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
씨유진주칠암현대점,경상남도,진주시,경상남도 진주시 진주대로986번길 13,경상남도 진주시 칠암동 277-2,35.1875713711,128.0882753019,32,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
천씨씨커피(도동점),경상남도,진주시,경상남도 진주시 동진로 184,경상남도 진주시 상대동 300-59,35.1794759019,128.1112116834,13,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
슬로우.비(Slow.B),경상남도,진주시,경상남도 진주시 신평공원길 35-1,경상남도 진주시 평거동 777-18,35.1720084079,128.0670129346,77.07,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
이디야커피금산점,경상남도,진주시,경상남도 진주시 금산면 중천로 83,경상남도 진주시 금산면 장사리 964-2,35.217692367,128.1463694778,75.86,055-757-8420,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
로스팅앤베이킹,경상남도,진주시,경상남도 진주시 석갑로 156,경상남도 진주시 신안동 396-1,35.1839525286,128.0637913482,29.25,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페봄봄법원점,경상남도,진주시,경상남도 진주시 진양호로 311,경상남도 진주시 신안동 421-3,35.180967465,128.065753501,59,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
실버카페 더(The)하모니 연암도서관점,경상남도,진주시,경상남도 진주시 모덕로47번길 13-17,경상남도 진주시 상대동 745,35.1831008216,128.1019511252,20,055-747-1950,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
매료,경상남도,진주시,경상남도 진주시 천수로138번길 16-4,경상남도 진주시 망경동 526-99,35.1775608359,128.0876090083,11.16,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
매료,경상남도,진주시,경상남도 진주시 천수로138번길 14-1,경상남도 진주시 망경동 526-98,35.1775313927,128.0874953292,64.86,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
진주운석빵커피,경상남도,진주시,경상남도 진주시 남강로 626-35,경상남도 진주시 남성동 169-17,35.1890137051,128.0768441324,54,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
컴포즈커피평거점,경상남도,진주시,경상남도 진주시 진양호로 78,경상남도 진주시 평거동 1113-3,35.1668436979,128.0482626382,126.11,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
진주팥빙수,경상남도,진주시,경상남도 진주시 신안로 128,경상남도 진주시 신안동 6-7,35.1890142897,128.0688428807,94.32,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
컴포즈커피진주혁신점,경상남도,진주시,경상남도 진주시 사들로 91,경상남도 진주시 충무공동 281-1,35.1758504721,128.1486994242,54.16,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
공기청정베어커리카페뮈렌,경상남도,진주시,경상남도 진주시 망경로297번길 8,경상남도 진주시 강남동 117-4,35.1859853323,128.0859482189,379.9,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
마리엘홍삼,경상남도,진주시,경상남도 진주시 진양호로185번길 10,경상남도 진주시 평거동 300-5,35.1721677384,128.0581385788,35.98,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
천씨씨금산점,경상남도,진주시,경상남도 진주시 금산면 금산로 89,경상남도 진주시 금산면 장사리 948-3,35.2146546431,128.1461521455,41,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
아토커피(아토coffee),경상남도,진주시,경상남도 진주시 호탄길13번길 16,경상남도 진주시 호탄동 615-1,35.162929983,128.1147263299,89,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
봄봄대안점,경상남도,진주시,경상남도 진주시 촉석로185번길 12-1,경상남도 진주시 평안동 210,35.1961957149,128.0821121115,33,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
공차진주과기대점,경상남도,진주시,경상남도 진주시 동진로 25,경상남도 진주시 칠암동 450-2,35.1791251671,128.0937505325,81.75,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
카페아이엔지 경상대칠암도서관점 (카페ING),경상남도,진주시,경상남도 진주시 동진로 33,경상남도 진주시 칠암동 150-1,35.1792658759,128.0920808522,20,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
제이제이카파로스터스폴리텍대학점,경상남도,진주시,경상남도 진주시 모덕로310번길 2,경상남도 진주시 하대동 110-18,35.1890046502,128.1277909057,36,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
커피풍 커피공장,경상남도,진주시,경상남도 진주시 신평공원길 67,경상남도 진주시 평거동 754-1,35.1744367531,128.0688063678,84.71,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
집현다방,경상남도,진주시,경상남도 진주시 집현면 응석로 107,경상남도 진주시 집현면 정평리 137-3,35.2693517644,128.070120776,65,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
